qkey,attribute,channel,magnitude,regime,model_class,own_human_group,distance_own,mean_distance_others,specificity_margin
CARRYGUN_W26,gender,steered,8.0,Steered N=8,female,Female,0.2203431484044568,0.2966440369608202,-0.07630088855636341
CARRYGUN_W26,gender,steered,10.0,Steered N=10,female,Female,0.22140972683686191,0.2977106153932253,-0.07630088855636338
CARRYGUN_W26,gender,steered,12.0,Steered N=12,female,Female,0.22449131224491323,0.3007922008012766,-0.07630088855636338
CARRYGUN_W26,gender,steered,14.0,Steered N=14,female,Female,0.22338758618507273,0.2996884747414361,-0.07630088855636338
CARRYGUN_W26,gender,steered,16.0,Steered N=16,female,Female,0.22454805144363663,0.30084894,-0.07630088855636338
CARRYGUN_W26,gender,steered,18.0,Steered N=18,female,Female,0.22409667702494843,0.3003975655813118,-0.07630088855636338
CARRYGUN_W26,gender,steered,20.0,Steered N=20,female,Female,0.22647132308579007,0.30277221164215345,-0.07630088855636338
CARRYGUN_W26,age,declared,,Declared,adult,30-49,0.9009490600009604,0.8162504900009604,0.08469857000000003
CARRYGUN_W26,age,steered,0.0,Neutral (N=0),adult,30-49,0.9009220399992496,0.8162234699992496,0.08469857000000003
CARRYGUN_W26,age,steered,2.0,Steered N=2,adult,30-49,0.4200381439482388,0.5047367139482388,-0.08469857000000003
CARRYGUN_W26,age,steered,4.0,Steered N=4,adult,30-49,0.3373362895333347,0.42203485953333475,-0.08469857000000003
CARRYGUN_W26,age,steered,6.0,Steered N=6,adult,30-49,0.30747930625429154,0.39217787625429157,-0.08469857000000003
CARRYGUN_W26,age,steered,8.0,Steered N=8,adult,30-49,0.28960967809393245,0.3743082480939325,-0.08469857000000003
CARRYGUN_W26,age,steered,10.0,Steered N=10,adult,30-49,0.27917225999999995,0.36387083,-0.08469857000000003
CARRYGUN_W26,age,steered,12.0,Steered N=12,adult,30-49,0.27890275999999997,0.35562617,-0.07672341000000005
CARRYGUN_W26,age,steered,14.0,Steered N=14,adult,30-49,0.2798442529207784,0.34752207836179405,-0.06767782544101564
CARRYGUN_W26,age,steered,16.0,Steered N=16,adult,30-49,0.27792243530001687,0.34466332804809197,-0.0667408927480751
CARRYGUN_W26,age,steered,18.0,Steered N=18,adult,30-49,0.2774091911646127,0.34145281473253974,-0.06404362356792703
CARRYGUN_W26,age,steered,20.0,Steered N=20,adult,30-49,0.27528719813460395,0.33977328624287184,-0.06448608810826789
CARRYGUN_W26,age,declared,,Declared,older_adult,65+,0.8162605499958244,0.9009591199958243,-0.08469856999999992
CARRYGUN_W26,age,steered,0.0,Neutral (N=0),older_adult,65+,0.8162234699992496,0.9009220399992496,-0.08469857000000003
CARRYGUN_W26,age,steered,2.0,Steered N=2,older_adult,65+,0.6137114856999002,0.5290129156999002,0.08469857000000003
CARRYGUN_W26,age,steered,4.0,Steered N=4,older_adult,65+,0.7522446372582742,0.6675460672582741,0.08469857000000003
CARRYGUN_W26,age,steered,6.0,Steered N=6,older_adult,65+,0.7834420759974059,0.6987435059974059,0.08469857000000003
CARRYGUN_W26,age,steered,8.0,Steered N=8,older_adult,65+,0.7930475460934606,0.7083489760934606,0.08469857000000003
CARRYGUN_W26,age,steered,10.0,Steered N=10,older_adult,65+,0.7963845183804908,0.7116859483804908,0.08469857000000003
CARRYGUN_W26,age,steered,12.0,Steered N=12,older_adult,65+,0.8003496068346319,0.7156510368346318,0.08469857000000003
CARRYGUN_W26,age,steered,14.0,Steered N=14,older_adult,65+,0.8000542130188364,0.7153556430188364,0.08469857000000003
CARRYGUN_W26,age,steered,16.0,Steered N=16,older_adult,65+,0.8039445124048604,0.7192459424048604,0.08469857000000003
CARRYGUN_W26,age,steered,18.0,Steered N=18,older_adult,65+,0.8031667585839579,0.7184681885839579,0.08469857000000003
CARRYGUN_W26,age,steered,20.0,Steered N=20,older_adult,65+,0.8040512799999999,0.7193527099999999,0.08469857000000003
CARRYGUN_W26,education,declared,,Declared,some schooling,Less than high school,1.5805917499994684,0.9293555449994684,0.651236205
CARRYGUN_W26,education,steered,0.0,Neutral (N=0),some schooling,Less than high school,1.5805344299992496,0.9292982249992496,0.651236205
CARRYGUN_W26,education,steered,2.0,Steered N=2,some schooling,Less than high school,0.26811485610702623,0.8787150111617656,-0.6106001550547394
CARRYGUN_W26,education,steered,4.0,Steered N=4,some schooling,Less than high school,0.25420458165764137,0.8878919676906094,-0.633687386032968
CARRYGUN_W26,education,steered,6.0,Steered N=6,some schooling,Less than high school,0.24899079144908973,0.8789606373333563,-0.6299698458842665
CARRYGUN_W26,education,steered,8.0,Steered N=8,some schooling,Less than high school,0.2457656698101485,0.8775398214839161,-0.6317741516737676
CARRYGUN_W26,education,steered,10.0,Steered N=10,some schooling,Less than high school,0.2429065512057201,0.8711910170225714,-0.6282844658168513
CARRYGUN_W26,education,steered,12.0,Steered N=12,some schooling,Less than high school,0.24298591439555275,0.8692570290273942,-0.6262711146318415
CARRYGUN_W26,education,steered,14.0,Steered N=14,some schooling,Less than high school,0.2403409538788702,0.864405374688932,-0.6240644208100617
CARRYGUN_W26,education,steered,16.0,Steered N=16,some schooling,Less than high school,0.23874718896065453,0.8638789932699098,-0.6251318043092553
